video_file,pose_file
ENERGY,EN.npy
ANALYZE,ANA.npy
POP3,.npy
VALLEY,VA.npy
SQUAREIDIOT,SQUAREI.npy
FOND,.npy
VISITOR,VIS.npy
SPILL2,SP.npy
SOFA,.npy
HEAR2,H.npy
SKATEBOARDING2,SKATEBOARD.npy
GOINGTHROUGHAHARDTIME,GOINGTHROUGHAHARD.npy
POUR1,P.npy
YAWN2,Y.npy
DINNER2,DIN.npy
CANCER2,CAN.npy
HUMMINGBIRD,HUMMING.npy
WHITEPERSON,WHITEPE.npy
STAYAWAKE24HRS,STAYAWAKE2.npy
BAG2,.npy
NONSENSE,NONS.npy
NETWORK,NET.npy
DECORATE2,DECOR.npy
BITE1,B.npy
QUALITY,QUA.npy
SERVE2,SE.npy
SHOUT1,SH.npy
OPEN,.npy
COMMENT,COM.npy
CORN3,C.npy
DEAFSCHOOL,DEAFSC.npy
ROAR2,R.npy
MIDDLE,MI.npy
INCH,.npy
KISSFIST,KISS.npy
SKATEBOARDING3,SKATEBOARD.npy
SIDE,.npy
LICENSE,LIC.npy
LEAGUE,LE.npy
DOCTOR2,DOC.npy
SKI-CA,SK.npy
SWEETHEART,SWEETH.npy
TEARRIP2,TEAR.npy
ALIGN,A.npy
SPACESHIP,SPACE.npy
MAGNET3,MAG.npy
PEG3,.npy
TEENAGER,TEEN.npy
PUMPKIN,PUM.npy
ATTITUDE,ATTI.npy
LAMP2,L.npy
STACK4,ST.npy
STRAWBERRY2,STRAWBE.npy
ADDICT,AD.npy
MODEL2,MO.npy
FOURTH,FO.npy
STING,S.npy
KANGAROO2,KANGA.npy
FROWN1,FR.npy
PISSEDOFF,PISSE.npy
POOP,.npy
WRISTWATCH2,WRISTWA.npy
GUN2,.npy
RECENT1,REC.npy
FEEDBACK,FEED.npy
LOSEGAME,LOSE.npy
LOST,.npy
1DOLLAR,1DO.npy
PINEAPPLE3,PINEAP.npy
PUNISH,PU.npy
MINDTURNED,MINDTU.npy
ERASE3,ER.npy
GLASS3,GL.npy
LOAD2,L.npy
HARDOFHEARING,HARDOFHEA.npy
TRIP1,T.npy
REGULAR,REG.npy
WASHMACHINE,WASHMAC.npy
FEED1,F.npy
WINDMILL3,WINDM.npy
EITHER,EI.npy
BRAINSTORM,BRAINS.npy
LOCK3,L.npy
SOMERSAULT3,SOMERSA.npy
SHOUT2,SH.npy
INEPT,I.npy
WHOLE,W.npy
SUPERIOR,SUPE.npy
SAMESAME,SAME.npy
JUMP,.npy
FOOL,.npy
FLASHLIGHT4,FLASHLI.npy
POP4,.npy
FAST,.npy
BED2,.npy
IMAGINE2,IMAG.npy
CURTSEY1,CURT.npy
HAIRDRYER2,HAIRDR.npy
PICK,.npy
MAGNIFY2,MAGN.npy
SCOOP,S.npy
CHRISTMAS2,CHRIST.npy
UNDERGRADUATE,UNDERGRAD.npy
STAMP3,ST.npy
HONOR,H.npy
ASSEMBLY,ASSE.npy
STOP,.npy
SNOWBOARD,SNOWB.npy
TIEUP2,TI.npy
PARACHUTE3,PARACH.npy
MAGNET4,MAG.npy
KNITTING3,KNITT.npy
PROTECTION,PROTEC.npy
CRY4,.npy
DRILL,D.npy
BUCKLE1,BUC.npy
METAPHOR,META.npy
ITALY,I.npy
FOLD2,F.npy
BATTERY,BAT.npy
THINK,T.npy
RHINO3,RH.npy
PLOW2,P.npy
BEARD,B.npy
PANTS2,PA.npy
SCARF2,SC.npy
YAWN3,Y.npy
DENTIST2,DENT.npy
WINE,.npy
OWN,.npy
SMALL,S.npy
JAPAN,J.npy
LOSE,.npy
WRISTWATCH3,WRISTWA.npy
INTRODUCE,INTRO.npy
MEDITATE3,MEDIT.npy
SHINY,S.npy
MAIL1,M.npy
HELMET1,HEL.npy
DROWN5,DR.npy
BOTTLE,BO.npy
KANGAROO3,KANGA.npy
ERASE4,ER.npy
WINK,.npy
CANDY2,CA.npy
CASTLE4,CAS.npy
BRAIDS,BR.npy
STEAL,S.npy
BEHAVIOR,BEHA.npy
WHAT1,W.npy
CATEGORY,CATE.npy
FEW,.npy
RAKE,.npy
ZERO,.npy
CLEFTCHIN,CLEFT.npy
STEP,.npy
IGNORE,IG.npy
EARRING,EAR.npy
FASCINATED,FASCIN.npy
MISUNDERSTAND,MISUNDERS.npy
HOLDTOGETHER,HOLDTOGE.npy
COMEOUT,COM.npy
VACUUM,VA.npy
MISCHIEVOUS,MISCHIE.npy
COUNTRY,COU.npy
HOSE,.npy
GRASP,G.npy
THROWAWAY,THROW.npy
COME,.npy
PRAYER,PR.npy
YELLOW,YE.npy
WRITE,W.npy
SCRUB,S.npy
BLOND,B.npy
WAND,.npy
DONTKNOW,DONT.npy
LIGHTSON,LIGH.npy
MECHANIC2,MECHA.npy
REQUEST,REQ.npy
BACHELOR,BACH.npy
GRIEVE,GR.npy
PUTINBACKMIND,PUTINBACK.npy
BERRY,B.npy
SEND,.npy
CROCODILE,CROCO.npy
LUCKY,L.npy
ALONE,A.npy
THINKOVER,THINK.npy
LIGHTNING,LIGHT.npy
AXE2,.npy
FOREVER2,FORE.npy
LEARNLESSON,LEARNLE.npy
WHAT2,W.npy
GAY,.npy
PRIEST,PR.npy
SUMMARIZE,SUMMA.npy
FROG,.npy
WINDOWOPEN,WINDOW.npy
SPECIFIC,SPEC.npy
TAKEPILL,TAKE.npy
SNOWSUIT,SNOW.npy
BUY,.npy
FORBID,FO.npy
DARK2,D.npy
CAMCORDER,CAMCO.npy
HALL,.npy
GRAB,.npy
FORK3,F.npy
RUSH,.npy
KISS3,K.npy
TOY3,.npy
FINANCE,FIN.npy
POUR2,P.npy
HATE,.npy
HOT,.npy
DISLIKE,DIS.npy
MEAT2,M.npy
WOW,.npy
COWBOY,CO.npy
THIS/IT,.npy
GAMBLE,GA.npy
PAYOFFBILLS,PAYOFFB.npy
WASHDISHES,WASHDI.npy
STRAIGHT,STRA.npy
STATE,S.npy
PARTY2,PA.npy
EVEN,.npy
DEPTH,D.npy
DRESSER,DRE.npy
TURBAN,TU.npy
TOOMUCH,TOO.npy
HIGHLIGHTER,HIGHLIG.npy
LETGO,L.npy
MOTIVATION2,MOTIVAT.npy
TTY,.npy
MICROSCOPE3,MICROSC.npy
EXPECT,EX.npy
SUPPORT2,SUPP.npy
ROAD,.npy
NOTHING2,NOTH.npy
CHOP,.npy
AUTISM1,AUT.npy
YOURSELF,YOUR.npy
DIRECTOR,DIRE.npy
LIPREAD,LIP.npy
FINGER,FI.npy
LEFT,.npy
SCREWDRIVER3,SCREWDRI.npy
SCULPT,SC.npy
FANTASY,FAN.npy
CLASH,C.npy
ENERGY,EN.npy
ANALYZE,ANA.npy
POP3,.npy
VALLEY,VA.npy
SQUAREIDIOT,SQUAREI.npy
FOND,.npy
VISITOR,VIS.npy
SPILL2,SP.npy
SOFA,.npy
HEAR2,H.npy
SKATEBOARDING2,SKATEBOARD.npy
GOINGTHROUGHAHARDTIME,GOINGTHROUGHAHARD.npy
POUR1,P.npy
YAWN2,Y.npy
DINNER2,DIN.npy
CANCER2,CAN.npy
HUMMINGBIRD,HUMMING.npy
WHITEPERSON,WHITEPE.npy
STAYAWAKE24HRS,STAYAWAKE2.npy
BAG2,.npy
NONSENSE,NONS.npy
NETWORK,NET.npy
DECORATE2,DECOR.npy
BITE1,B.npy
QUALITY,QUA.npy
SERVE2,SE.npy
SHOUT1,SH.npy
OPEN,.npy
COMMENT,COM.npy
CORN3,C.npy
DEAFSCHOOL,DEAFSC.npy
ROAR2,R.npy
MIDDLE,MI.npy
INCH,.npy
KISSFIST,KISS.npy
SKATEBOARDING3,SKATEBOARD.npy
SIDE,.npy
LICENSE,LIC.npy
LEAGUE,LE.npy
DOCTOR2,DOC.npy
SKI-CA,SK.npy
SWEETHEART,SWEETH.npy
TEARRIP2,TEAR.npy
ALIGN,A.npy
SPACESHIP,SPACE.npy
MAGNET3,MAG.npy
PEG3,.npy
TEENAGER,TEEN.npy
PUMPKIN,PUM.npy
ATTITUDE,ATTI.npy
LAMP2,L.npy
STACK4,ST.npy
STRAWBERRY2,STRAWBE.npy
ADDICT,AD.npy
MODEL2,MO.npy
FOURTH,FO.npy
STING,S.npy
KANGAROO2,KANGA.npy
FROWN1,FR.npy
PISSEDOFF,PISSE.npy
POOP,.npy
WRISTWATCH2,WRISTWA.npy
GUN2,.npy
RECENT1,REC.npy
FEEDBACK,FEED.npy
LOSEGAME,LOSE.npy
LOST,.npy
1DOLLAR,1DO.npy
PINEAPPLE3,PINEAP.npy
PUNISH,PU.npy
MINDTURNED,MINDTU.npy
ERASE3,ER.npy
GLASS3,GL.npy
LOAD2,L.npy
HARDOFHEARING,HARDOFHEA.npy
TRIP1,T.npy
REGULAR,REG.npy
WASHMACHINE,WASHMAC.npy
FEED1,F.npy
WINDMILL3,WINDM.npy
EITHER,EI.npy
BRAINSTORM,BRAINS.npy
LOCK3,L.npy
SOMERSAULT3,SOMERSA.npy
SHOUT2,SH.npy
INEPT,I.npy
WHOLE,W.npy
SUPERIOR,SUPE.npy
SAMESAME,SAME.npy
JUMP,.npy
FOOL,.npy
PICNIC,PI.npy
SWALLOW,SWA.npy
BATH,.npy
THREE,T.npy
ANGRY,A.npy
MOTHER,MO.npy
DRESS,D.npy
BRIDGE1,BRI.npy
GRANDFATHER,GRANDFA.npy
CONCEPT,CON.npy
FAVORITE,FAVO.npy
LOOKAPPEARANCE,LOOKAPPEAR.npy
CITY1,C.npy
BUTTERFLY,BUTTE.npy
BECAUSE,BEC.npy
TRAIN,T.npy
CHOCOLATE,CHOCO.npy
BELT1,B.npy
SPEAKERS,SPEA.npy
CABINET,CAB.npy
IMPORTANT,IMPOR.npy
RAIN,.npy
SAME2,S.npy
WORK,.npy
SURPRISE,SURP.npy
SLOW,.npy
RECORDING,RECOR.npy
FARM,.npy
LIPSTICK,LIPS.npy
VIDEOPHONE,VIDEOP.npy
SEW,.npy
FOUR,.npy
ALPHABET,ALPH.npy
BROTHER,BRO.npy
COOKIE,CO.npy
CIGAR,C.npy
WORM,.npy
PERSON,PE.npy
THINGS,TH.npy
HEALTH,HE.npy
THIEF1,TH.npy
TROUBLE,TRO.npy
AFTER,A.npy
WEAR,.npy
PEOPLE,PE.npy
DANCE,D.npy
EXPERIENCE,EXPERI.npy
TRAVEL,TR.npy
BASEMENT,BASE.npy
MOVIE1,MO.npy
CALLTTY,CAL.npy
CIGARETTE,CIGAR.npy
AND,.npy
EMBARRASS,EMBAR.npy
CHARACTER,CHARA.npy
BORROW,BO.npy
SERIOUS,SER.npy
FINISH,FI.npy
TEXT,.npy
EAT2,.npy
MUSEUM,MU.npy
FRONT,F.npy
MUCH,.npy
THIEF2,TH.npy
EXPENSIVE,EXPEN.npy
WHATEVER,WHAT.npy
ZOOMIN,ZO.npy
LEAVE,L.npy
FATHER,FA.npy
FOR,.npy
LONELY,LO.npy
FAMILY,FA.npy
SORRY,S.npy
UGLY,.npy
DAY,.npy
STAFF,S.npy
FOOTBALL,FOOT.npy
TYPE2,T.npy
DECIDE1,DEC.npy
VOLLEYBALL,VOLLEY.npy
SUMMER,SU.npy
TEA,.npy
PIG,.npy
SHOES,S.npy
SOCCER1,SOC.npy
FRIDAY,FR.npy
STARBUCKS,STARB.npy
MEAN2,M.npy
TOURNAMENT,TOURNA.npy
FIRE,.npy
WASTE,W.npy
WEEK,.npy
DOWNSIZE1,DOWNS.npy
GRAPES1,GRA.npy
SCIENCE,SCI.npy
SPOON,S.npy
PERFUME1,PERF.npy
PIANO,P.npy
INTEREST,INTE.npy
HEART,H.npy
APPLE,A.npy
MIRROR,MI.npy
HUNGRY,HU.npy
SECRETARY,SECRE.npy
GIRAFFE,GIR.npy
MCDONALDS,MCDON.npy
RUN1,.npy
ANNOUNCE,ANNO.npy
FLASHLIGHT1,FLASHLI.npy
FILM,.npy
KITCHEN,KIT.npy
WRISTWATCH1,WRISTWA.npy
HEADACHE,HEAD.npy
PEACE,P.npy
PARENTS,PAR.npy
PICTURE,PIC.npy
SUBTRACT,SUBT.npy
ENGINEER,ENGI.npy
EARTHQUAKE,EARTHQ.npy
BINOCULARS,BINOCU.npy
BORED1,BO.npy
GOOD,.npy
NOTHING1,NOTH.npy
CAMERA,CA.npy
LEARN,L.npy
MOCK,.npy
IMPOSSIBLE,IMPOSS.npy
DREAM,D.npy
MAN,.npy
JUDGE,J.npy
RIGHT1,RI.npy
WONDER,WO.npy
FEEL,.npy
SON,.npy
LIE,.npy
TORNADO,TOR.npy
BLACK,B.npy
ENGAGEMENT,ENGAGE.npy
CORN1,C.npy
WORLD,W.npy
CHALLENGE,CHALL.npy
NAPKIN,NA.npy
ACCOUNTANT,ACCOUN.npy
WAVE,.npy
BOSS,.npy
AWKWARD,AWK.npy
PRETTY,PR.npy
TRY,.npy
FREEWAY,FRE.npy
BLINDS1,BLI.npy
BODY,.npy
STRICT,ST.npy
RELATIONSHIP,RELATION.npy
FINGERSPELL,FINGERS.npy
CERTIFICATE,CERTIFI.npy
LETTUCE2,LETT.npy
HAVE,.npy
SHAVE2,SH.npy
KNIFE1,KN.npy
LIVE2,L.npy
WAR,.npy
PARADE,PA.npy
MONEY1,MO.npy
LIGHTWEIGHT,LIGHTWE.npy
AGE,.npy
QUIET,Q.npy
PUZZLED,PUZ.npy
TRAFFIC,TRA.npy
VIDEOCAMERA1,VIDEOCAM.npy
STUBBORN,STUB.npy
MINUTE,MI.npy
CENTER,CE.npy
HONEST,HO.npy
HIPPO1,HI.npy
OTHER,O.npy
ARM1,.npy
9OCLOCK,9OC.npy
MOVIE2,MO.npy
FRAUD,F.npy
MONDAY,MO.npy
WHEN,.npy
ADDRESS,ADD.npy
SMILE1,SM.npy
THANKSGIVING,THANKSGI.npy
FLOOR,F.npy
HOPE,.npy
LATER,L.npy
KISS1,K.npy
ROPE,.npy
CAN1,.npy
ENVELOPE1,ENVEL.npy
INSURANCE,INSUR.npy
RESTAURANT,RESTAU.npy
SAW1,.npy
THERE,T.npy
SMART,S.npy
CONFIDENT,CONFI.npy
YOU,.npy
TOAST,T.npy
SING,.npy
MOVE,.npy
TEASE,T.npy
SHIELD,SH.npy
FLIPSWITCH,FLIPSW.npy
NOTINTERESTED,NOTINTERE.npy
BASIC,B.npy
NOISE,N.npy
CONTINUE,CONT.npy
SMELL,S.npy
FAR,.npy
HORRIBLE,HORR.npy
OUT,.npy
PRESSINMIND,PRESSIN.npy
DEMAND1,DEM.npy
CONTACT,CON.npy
HURT,.npy
PEN,.npy
ALCOHOL,ALC.npy
PARK,.npy
SCULPTURE,SCULP.npy
LAMP1,L.npy
FLY,.npy
SWEATSHIRT,SWEATS.npy
GUILTY,GU.npy
ENGINESTART,ENGINES.npy
CONNECTION,CONNEC.npy
SOAP2,S.npy
CLOTHES,CLO.npy
MARRY,M.npy
UNDER,U.npy
BIB,.npy
SIGN,.npy
HABIT,H.npy
CATAPULT,CATA.npy
EMPHASIS,EMPH.npy
RICH,.npy
SWORD,S.npy
HAMSTER,HAM.npy
COOL2,C.npy
ANY,.npy
DATE,.npy
THEN,.npy
CLICK,C.npy
OVERLOOK,OVER.npy
CHAMPION,CHAM.npy
BARRETTE,BARR.npy
BEANIE,BE.npy
NOON1,N.npy
HANUKKAH,HANU.npy
HANDSOME2,HANDS.npy
CONCERNED,CONCE.npy
PLANET,PL.npy
OUR,.npy
PERFUME2,PERF.npy
SOPHISTICATED,SOPHISTIC.npy
BOTTOM,BO.npy
ESCALATOR,ESCAL.npy
PAY,.npy
DAMN,.npy
INTERESTED,INTERE.npy
MOOSE,M.npy
BLOOM,B.npy
SPITOUT,SPI.npy
DONUT,D.npy
ACCORDION,ACCOR.npy
SIDEBURNS,SIDEB.npy
THAN,.npy
FOLD1,F.npy
NORMAL,NO.npy
HONEY1,HO.npy
YAWN1,Y.npy
SAILBOAT,SAIL.npy
BIG,.npy
OCTOPUS,OCT.npy
SLINGSHOT,SLING.npy
WATERSKI,WATE.npy
DEAF1,D.npy
BALD,.npy
WEWILLSEE,WEWIL.npy
ASSISTANT,ASSIS.npy
WRAPUP1,WRA.npy
INVEST,IN.npy
BEAK,.npy
OVERWHELMED,OVERWHE.npy
CLOSET1,CLO.npy
FAKE,.npy
BLAME,B.npy
ROCKINGCHAIR1,ROCKINGCH.npy
DIRECTOR,DIRE.npy
LUNGS,L.npy
EYESAWAKE,EYESA.npy
GENERATION,GENERA.npy
TWOMORE,TWO.npy
SHORTDISTANCE,SHORTDIST.npy
STINK,S.npy
HURDLE/TRIP1,T.npy
MOVEDOWN,MOVE.npy
JAR,.npy
FREAKOUT,FREA.npy
HIDE,.npy
STRIPE,ST.npy
HANDSOAP,HAND.npy
RANGE,R.npy
ZEBRA,Z.npy
POLE,.npy
PARTY1,PA.npy
WATCH,W.npy
ROB,.npy
TEARRIP1,TEAR.npy
DIGUP,D.npy
LONGWORD,LONG.npy
SHAVE1,SH.npy
WRING,W.npy
SHOT,.npy
TRANSFER,TRAN.npy
LEATHER,LEA.npy
DEPENDON,DEPE.npy
SHELF,S.npy
HOCKEY,HO.npy
HOTEL,H.npy
RESEARCH1,RESEA.npy
LETTER2,LET.npy
UPLOAD,UP.npy
KNEEL,K.npy
JIGSAWPUZZLE,JIGSAWPU.npy
SHRIMP,SH.npy
SOME,.npy
PRINT,P.npy
BATHROOM,BATH.npy
COCONUT,COC.npy
PILL,.npy
STAIRS,ST.npy
SHOULDER1,SHOUL.npy
BANANA1,BAN.npy
DOOR,.npy
ROSE,.npy
HUG,.npy
TUBE,.npy
COUNT,C.npy
NICE,.npy
EASYTODO,EASY.npy
INFLUENCE,INFLU.npy
PEACOCK,PEA.npy
CIRCUSWHEEL,CIRCUSW.npy
NOSE,.npy
GYM,.npy
WEAVE,W.npy
SMOOTH,SM.npy
BACKPACK1,BACKP.npy
WE,.npy
DOWNHILL,DOWN.npy
JUICE1,JU.npy
SCOLD,S.npy
POWDER,PO.npy
SOCIAL,SO.npy
KNIGHT1,KNI.npy
FASHION,FAS.npy
MOSQUITO,MOSQ.npy
TOY1,.npy
HATBRIM,HAT.npy
CASTLE2,CAS.npy
SWEARIN,SWE.npy
CHEW1,C.npy
LICKENVELOPE1,LICKENVEL.npy
PERCEIVE,PERC.npy
STUMBLE,STU.npy
CELEBRATE,CELEB.npy
PEEL1,P.npy
NEXTDOWN,NEXT.npy
ENVELOPE2,ENVEL.npy
TRIM1,T.npy
OIL1,.npy
CURL1,C.npy
KNIGHT2,KNI.npy
WINDMILL2,WINDM.npy
SAW2,.npy
KANGAROO1,KANGA.npy
MOP2,.npy
SUMMON,SU.npy
BANANA2,BAN.npy
FLASHLIGHT3,FLASHLI.npy
CHERRY1,CHE.npy
ELEVATOR3,ELEVA.npy
STACK1,ST.npy
ENVELOPE3,ENVEL.npy
BURY1,B.npy
FUZZY,F.npy
SOMERSAULT1,SOMERSA.npy
ARREST3,ARR.npy
BOIL1,B.npy
FLOAT2,FL.npy
KNITTING1,KNITT.npy
SMILE2,SM.npy
STACK2,ST.npy
SCREWDRIVER2,SCREWDRI.npy
STETHOSCOPE2,STETHOSC.npy
CLOUD3,CL.npy
CARROT2,CAR.npy
CRACKER2,CRAC.npy
MOUNTAIN2,MOUNT.npy
VAMPIRE,VAM.npy
POP1,.npy
CROSS1,CR.npy
RAZOR2,RA.npy
CHERRY2,CHE.npy
MEACULPA,MEAC.npy
JACKET1,JAC.npy
SOMERSAULT2,SOMERSA.npy
RABBIT1,RAB.npy
MIX2,.npy
JELLY,J.npy
SNOW2,S.npy
ERASE2,ER.npy
PIPE3,P.npy
BENEFIT,BEN.npy
EYES,.npy
GUESS2,GU.npy
DEMAND2,DEM.npy
CHURCH,CH.npy
COMPUTERMOUSE,COMPUTERM.npy
NEED,.npy
PINEAPPLE1,PINEAP.npy
BONE,.npy
CHILDREN,CHIL.npy
FRUIT,F.npy
ORDER2,OR.npy
PROBLEM2,PROB.npy
WOOD,.npy
DROP,.npy
GAME,.npy
FOREIGNER2,FOREIG.npy
APPOINTMENT,APPOINT.npy
NOW,.npy
SCROLLDOWN,SCROLL.npy
WELL,.npy
EGO,.npy
TELL,.npy
SOUTH,S.npy
GOSSIP,GO.npy
YESTERDAY,YESTE.npy
BALANCE,BAL.npy
CALL1,C.npy
AGREEMENT,AGREE.npy
DIRTY,D.npy
NO,.npy
CANOE,C.npy
TEST,.npy
TEETH,T.npy
KID,.npy
GIRL,.npy
BOAT,.npy
EASY,.npy
SCHOOL,SC.npy
IDEA,.npy
THERMOMETER,THERMOM.npy
LETKNOW,LET.npy
PREACHER,PREA.npy
MEET,.npy
ZIPPER,ZI.npy
MATCH,M.npy
FAUCET,FA.npy
ROLLERBLADING,ROLLERBLA.npy
FORFEIT,FOR.npy
NEWSPAPER,NEWSP.npy
GOD,.npy
LEAF1,L.npy
FRIEND,FR.npy
FULL,.npy
WIFE,.npy
CRAZY,C.npy
DRAW,.npy
CAR,.npy
FRANCE,FR.npy
AMAZING,AMA.npy
BEAT,.npy
TOOTHBRUSH,TOOTHB.npy
EXCUSE,EX.npy
REVENGE,REV.npy
FORMER,FO.npy
TAIL1,T.npy
PRINCE,PR.npy
STAMP2,ST.npy
ONEMORE1,ONEM.npy
SHARP1,SH.npy
HOLY,.npy
WHILE,W.npy
FINGERSCROSSED,FINGERSCRO.npy
QUARTER,QUA.npy
STUDY,S.npy
HONGKONG,HONG.npy
COACH,C.npy
DIZZY,D.npy
ENVIRONMENT,ENVIRON.npy
CONVINCE2,CONVI.npy
CANNON,CA.npy
PAIR,.npy
BLINK,B.npy
NAVY,.npy
PHOTOGRAPHY,PHOTOGR.npy
UNAWARE,UNA.npy
SAVEMONEY,SAVEM.npy
HEADBACK,HEAD.npy
CATCH1,CA.npy
W.H.A.T,W.H.npy
CALM,.npy
ICE,.npy
DOWN,.npy
OPINION1,OPIN.npy
BASKET2,BAS.npy
KICK2,K.npy
LINGUISTICS,LINGUIS.npy
STEAM,S.npy
CRASH,C.npy
ALLTOGETHER,ALLTOGE.npy
BURN,.npy
SPECIALIST,SPECIA.npy
LOAD1,L.npy
SINGLEOUT,SINGL.npy
TICKLE,TI.npy
WASHFACE2,WASHF.npy
VIDEOGAME,VIDEO.npy
STACK3,ST.npy
BASKETBALL2,BASKETB.npy
MODEL1,MO.npy
SAMETIME,SAME.npy
NOTATHING,NOTAT.npy
OFTEN,O.npy
HOSPITAL2,HOSPI.npy
GREAT,G.npy
NOTHINGATALL,NOTHINGA.npy
CALIFORNIA,CALIFO.npy
ADMIRE,AD.npy
CARRY,C.npy
TWOWEEKS,TWOW.npy
NEXTYEAR,NEXT.npy
GOTCHA,GO.npy
ONCE,.npy
FLIP,.npy
AGAINST,AGA.npy
WITHOUT,WIT.npy
DEALCARDS,DEALC.npy
ROLE,.npy
GRIND,G.npy
SHOVEL2,SHO.npy
VASE,.npy
APART,A.npy
HANG,.npy
WADE1,W.npy
KNIFE2,KN.npy
CRY3,.npy
PINEAPPLE2,PINEAP.npy
CHEW4,C.npy
WALRUS,WA.npy
BUBBLES,BUB.npy
CATCH2,CA.npy
BISON,B.npy
CANNOT,CA.npy
BLACKBIRD,BLACK.npy
PIZZACUTTER,PIZZACU.npy
NINE,.npy
SALTSHAKER,SALTSH.npy
PHYSICS,PHY.npy
ROCKINGCHAIR2,ROCKINGCH.npy
ZOO,.npy
GUIDE,G.npy
WORD,.npy
EASTER,EA.npy
LIPREAD,LIP.npy
HOLDACCOUNTABLE,HOLDACCOUNT.npy
SHAPE,S.npy
REGISTER,REGI.npy
GATE,.npy
PROPELLER,PROPE.npy
NEXT,.npy
BREAKFAST2,BREAKF.npy
BOLT,.npy
DEAF2,D.npy
DRAGON,DR.npy
MAGNET2,MAG.npy
MUST,.npy
SPORTS,SP.npy
JEALOUS,JEA.npy
SNEEZE2,SNE.npy
NOTYET,NO.npy
HOW2,.npy
DRIP,.npy
ANTLERS,ANT.npy
MONSTER,MON.npy
HERE,.npy
FORGETFUL,FORGE.npy
SEEM,.npy
CHRISTMAS1,CHRIST.npy
BETTER,BE.npy
QUIT,.npy
BANK,.npy
INSPIRING,INSPI.npy
GETTHROUGH,GETTHR.npy
CRACK,C.npy
CREAM1,CR.npy
NIGHT2,NI.npy
BLOWMIND,BLOW.npy
PUSH,.npy
SWEATER3,SWEA.npy
GRADE,G.npy
RULE,.npy
BRING,B.npy
SANTA,S.npy
FIANCE,FI.npy
STRING,ST.npy
SIT,.npy
MARIONETTE,MARION.npy
GOTOJAIL,GOTO.npy
ESCAPE,ES.npy
EAST,.npy
BUS,.npy
PITCHER,PIT.npy
TIREDOF,TIR.npy
CHOPSTICKS,CHOPST.npy
AWAKE,A.npy
CLAP,.npy
BAT3,.npy
CARBATTERY,CARBAT.npy
SPOTSOMETHING,SPOTSOMET.npy
WALK2,W.npy
PERSUADE,PERS.npy
CONFIDENTIAL,CONFIDEN.npy
DONKEY,DO.npy
RETIRE,RE.npy
SKILL,S.npy
TRADITION,TRADI.npy
FLASHLIGHT4,FLASHLI.npy
JEWISH,JE.npy
STRAWBERRY3,STRAWBE.npy
SCARF2,SC.npy
DENY,.npy
PAGE,.npy
PASSOUT,PAS.npy
BELL,.npy
SMELLMONEY,SMELLM.npy
HALLOWEEN2,HALLOW.npy
COCAINE,COC.npy
CHEESEGRATER,CHEESEGR.npy
OK,.npy
BASEBALLCAP,BASEBAL.npy
WRITEONWALL,WRITEON.npy
NOON2,N.npy
DISAPPOINT,DISAPP.npy
SIX,.npy
ROLL,.npy
SCREAM,SC.npy
CHEEK,C.npy
HEAD,.npy
CLOSE,C.npy
TOWEL,T.npy
SINGLE,SI.npy
LONG,.npy
HURRY,H.npy
TAKE,.npy
OPTION,OP.npy
ROLLUPSLEEVES,ROLLUPSLE.npy
PEAR,.npy
SKIRT,S.npy
EXPERIENCED,EXPERIE.npy
INTENTIONAL,INTENTI.npy
TOMORROW,TOMO.npy
PEEL3,P.npy
HIS,.npy
HARP,.npy
THIRD1,TH.npy
WHEEL,W.npy
RAINBOW,RAI.npy
VALUE,V.npy
EARMUFFS,EARM.npy
DOESNTMATTER,DOESNTMA.npy
BOYFRIEND,BOYFR.npy
POPE,.npy
EVENT,E.npy
FLAG2,F.npy
HELL,.npy
FORM,.npy
HOOD,.npy
CROSSHEART,CROSSH.npy
CHILD,C.npy
HEADCOLD,HEAD.npy
CROSS3,CR.npy
SENTENCE2,SENTE.npy
TRACTOR,TRA.npy
WHEELCHAIR,WHEELC.npy
HANDS,H.npy
COUCH,C.npy
BEACH,B.npy
FRINGE,FR.npy
LAND,.npy
BITCH,B.npy
BOTH,.npy
PINCH1,PI.npy
LIFT1,L.npy
RECITE,RE.npy
EIGHT,E.npy
BITE2,B.npy
CURLYHAIR,CURLY.npy
BOILINGMAD,BOILIN.npy
EVERYYEAR,EVERY.npy
MESS,.npy
WHALE,W.npy
HOLDHANDS,HOLDH.npy
ALRIGHT,ALR.npy
PLUMMET,PLU.npy
SHORTPERSON,SHORTPE.npy
PRESS,P.npy
INDEPENDENT,INDEPEN.npy
ALWAYS,AL.npy
OLDEST,OL.npy
ROW,.npy
EYETURN,EYE.npy
ASSIST,AS.npy
SUCKTHUMB,SUCKT.npy
DRAG2,D.npy
AUTISM2,AUT.npy
COMFORTABLE,COMFORT.npy
PINEAPPLE4,PINEAP.npy
SPACE,S.npy
TOUCH,T.npy
COOL4,C.npy
NECKLACE3,NECKL.npy
TIMETOTIME,TIMETO.npy
GROWUP,GR.npy
THINKOBSESS,THINKOB.npy
CURL2,C.npy
ELEMENTARYSCHOOL,ELEMENTARYSC.npy
OOH,.npy
SCARF3,SC.npy
DOMINANT,DOMI.npy
PREGNANT,PREG.npy
WOMAN2,WO.npy
PROXIMALIZATION,PROXIMALIZA.npy
JAWDROP,JAW.npy
HITCHHIKE,HITCH.npy
INSIDE,IN.npy
